Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆
      ↳ H6 bond wedge,0.05148321,-0.01115365,-0.06263686,-121.66463785,1718.48890000,1650.40250000,-68.08640000,-3.96199242,72.61814900,73.03808700,0.41993800,0.57828243,1146.96570000,1083.44050000,-63.52520000,-5.53854400,2535.51140000,2543.16910000,7.65770000,0.30201797,0.00000000,-0.00000000,-0.00000000,-648.14395986,-0.16508359,-0.16631109,-0.00122750,0.74356270,0.16508359,0.16631109,0.00122750,0.74356270,0.00000000,-0.00000000,-0.00000000,-172.70135199,-0.33894044,-0.34330902,-0.00436858,1.28889312,-10.93194000,-10.75951200,0.17242800,-1.57728637,0.33894044,0.34330902,0.00436858,1.28889312,10.93194000,10.75951200,-0.17242800,-1.57728637,-0.00000000,-0.00000001,-0.00000001,535.24866302,0.94851679,1.01115370,0.06263691,6.60366908,26.96586300,28.43100100,1.46513800,5.43330655,3215.66700000,3144.10200000,-71.56500000,-2.22551029,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.61176648,0.02366392,4.02377436,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3639.44480000,-165.47060000,-4.34886410,3804.91540000,3639.44480000,-165.47060000,-4.34886410,-0.00000000,0.00000000,0.00000000,-172.70135199,0.94851679,1.01115370,0.06263691,6.60366908,47.82446300,52.36774000,4.54327700,9.49990176,0.05148321,-0.01115365,-0.06263686,-121.66463827,1.00000000,1.00000000,0.00000000,0.00000000,
C2 — C3 bond bundle,0.06768740,0.09492475,0.02723735,40.23990995,792.57374000,799.37860000,6.80486000,0.85857752,19.30347860,19.06999820,-0.23348040,-1.20952500,496.15044000,505.01624000,8.86580000,1.78691769,541.02320000,588.09660000,47.07340000,8.70080987,-0.05211546,-0.05941091,-0.00729545,13.99862590,-0.47185630,-0.48349390,-0.01163760,2.46634410,0.41974084,0.42408300,0.00434216,1.03448595,-0.07639456,-0.08641245,-0.01001789,13.11335781,-0.81837982,-0.83445540,-0.01607558,1.96431774,-19.03365140,-18.95612420,0.07752720,-0.40731649,0.74198526,0.74804296,0.00605770,0.81641784,10.12867780,10.30432180,0.17564400,1.73412565,-8.90497340,-8.65180240,0.25317100,-2.84302927,3.67537320,3.64471240,-0.03066080,-0.83422277,15.04824280,14.77571960,-0.27252320,-1.81099683,15.93357740,16.21190440,0.27832700,1.74679542,0.63292204,0.62296772,-0.00995432,-1.57275610,3.70051980,3.68598380,-0.01453600,-0.39280968,0.62384344,0.62327286,-0.00057058,-0.09146205,3965.55680000,3940.50740000,-25.04940000,-0.63167422,6656.60800000,6690.75380000,34.14580000,0.51296096,0.07639456,0.08641245,0.01001789,13.11335781,2.42768640,2.39816660,-0.02951980,-1.21596430,43.36375600,42.50052400,-0.86323200,-1.99067627,-0.57001426,-0.53759002,0.03242424,-5.68832085,0.51755984,0.51785372,0.00029388,0.05678184,
      ↳ C2 bond wedge,0.03384370,0.04746237,0.01361867,40.23990995,396.28687000,399.68930000,3.40243000,0.85857752,9.65173930,9.53499910,-0.11674020,-1.20952500,248.07522000,252.50812000,4.43290000,1.78691769,270.51160000,294.04830000,23.53670000,8.70080987,-0.02605773,-0.02970545,-0.00364772,13.99862590,-0.23592815,-0.24174695,-0.00581880,2.46634410,0.20987042,0.21204150,0.00217108,1.03448595,-0.03819728,-0.04320623,-0.00500895,13.11335781,-0.40918991,-0.41722770,-0.00803779,1.96431774,-9.51682570,-9.47806210,0.03876360,-0.40731649,0.37099263,0.37402148,0.00302885,0.81641784,5.06433890,5.15216090,0.08782200,1.73412565,-4.45248670,-4.32590120,0.12658550,-2.84302927,1.83768660,1.82235620,-0.01533040,-0.83422277,7.52412140,7.38785980,-0.13626160,-1.81099683,7.96678870,8.10595220,0.13916350,1.74679542,0.31646102,0.31148386,-0.00497716,-1.57275610,1.85025990,1.84299190,-0.00726800,-0.39280968,0.31192172,0.31163643,-0.00028529,-0.09146205,1982.77840000,1970.25370000,-12.52470000,-0.63167422,3328.30400000,3345.37690000,17.07290000,0.51296096,0.03819728,0.04320623,0.00500895,13.11335781,1.21384320,1.19908330,-0.01475990,-1.21596430,21.68187800,21.25026200,-0.43161600,-1.99067627,-0.28500713,-0.26879501,0.01621212,-5.68832085,0.25877992,0.25892686,0.00014694,0.05678184,
      ↳ C3 bond wedge,0.03384370,0.04746237,0.01361867,40.23990995,396.28687000,399.68930000,3.40243000,0.85857752,9.65173930,9.53499910,-0.11674020,-1.20952500,248.07522000,252.50812000,4.43290000,1.78691769,270.51160000,294.04830000,23.53670000,8.70080987,-0.02605773,-0.02970545,-0.00364772,13.99862590,-0.23592815,-0.24174695,-0.00581880,2.46634410,0.20987042,0.21204150,0.00217108,1.03448595,-0.03819728,-0.04320623,-0.00500895,13.11335781,-0.40918991,-0.41722770,-0.00803779,1.96431774,-9.51682570,-9.47806210,0.03876360,-0.40731649,0.37099263,0.37402148,0.00302885,0.81641784,5.06433890,5.15216090,0.08782200,1.73412565,-4.45248670,-4.32590120,0.12658550,-2.84302927,1.83768660,1.82235620,-0.01533040,-0.83422277,7.52412140,7.38785980,-0.13626160,-1.81099683,7.96678870,8.10595220,0.13916350,1.74679542,0.31646102,0.31148386,-0.00497716,-1.57275610,1.85025990,1.84299190,-0.00726800,-0.39280968,0.31192172,0.31163643,-0.00028529,-0.09146205,1982.77840000,1970.25370000,-12.52470000,-0.63167422,3328.30400000,3345.37690000,17.07290000,0.51296096,0.03819728,0.04320623,0.00500895,13.11335781,1.21384320,1.19908330,-0.01475990,-1.21596430,21.68187800,21.25026200,-0.43161600,-1.99067627,-0.28500713,-0.26879501,0.01621212,-5.68832085,0.25877992,0.25892686,0.00014694,0.05678184,
C2 — H4 bond bundle,0.08363005,0.13812863,0.05449858,65.16626858,1831.38042000,1914.42158000,83.04116000,4.53434792,76.48232000,80.89799800,4.41567800,5.77346242,1276.35171000,1350.80164000,74.44993000,5.83302623,1392.75973200,1376.92457300,-15.83515900,-1.13696272,-0.03575318,-0.02609927,0.00965391,-27.00155297,-0.40016695,-0.41319520,-0.01302825,3.25570365,0.36441377,0.38709593,0.02268216,6.22428730,-0.03343328,-0.01423116,0.01920212,-57.43415034,-0.73843451,-0.75664431,-0.01820980,2.46600067,-18.13251800,-18.73793390,-0.60541590,3.33884075,0.70500123,0.74241315,0.03741192,5.30664606,20.34471160,21.66078700,1.31607540,6.46888207,2.21219352,2.92285290,0.71065937,32.12464747,2.76018961,2.78797008,0.02778047,1.00646962,39.63420100,38.45579700,-1.17840400,-2.97319984,3218.14890930,3299.82769340,81.67878410,2.53806727,1.32117690,1.32488094,0.00370404,0.28035913,2.40336482,2.46721187,0.06384705,2.65656922,1.30730328,1.32101645,0.01371317,1.04896624,5783.85340000,6014.52760000,230.67420000,3.98824424,7126.69470000,7438.38950000,311.69480000,4.37362358,0.03343328,0.01423116,-0.01920212,-57.43415034,2.14558311,2.14593718,0.00035407,0.01650227,75.76085400,72.79390600,-2.96694800,-3.91620189,0.24204933,0.35181216,0.10976283,45.34729699,1.33370650,1.35663037,0.02292387,1.71880920,
      ↳ C2 bond wedge,0.02914416,0.01861541,-0.01052875,-36.12643618,354.30562000,363.31188000,9.00626000,2.54194670,10.08329600,11.48150900,1.39821300,13.86662655,144.72571000,153.18414000,8.45843000,5.84445569,94.64683200,96.92387300,2.27704100,2.40582907,-0.03575318,-0.02609927,0.00965391,-27.00155343,-0.23495769,-0.25053302,-0.01557533,6.62899350,0.19920451,0.22443375,0.02522924,12.66499438,-0.03343328,-0.01423116,0.01920212,-57.43414817,-0.40301292,-0.42974896,-0.02673604,6.63404042,-7.40373900,-7.89139490,-0.48765590,6.58661657,0.36957964,0.41551780,0.04593816,12.42984056,9.61593260,10.81424800,1.19831540,12.46176996,2.21219350,2.92285290,0.71065940,32.12464913,1.81467550,1.90748330,0.09280780,5.11429178,10.07920800,10.55701800,0.47781000,4.74055104,8.08550930,8.45459340,0.36908410,4.56476007,0.32117690,0.32488094,0.00370404,1.15327099,1.81278290,1.90296490,0.09018200,4.97478214,0.30730328,0.32101645,0.01371317,4.46242227,1968.05820000,2029.53970000,61.48150000,3.12396757,3310.89950000,3453.40160000,142.50210000,4.30402977,0.03343328,0.01423116,-0.01920212,-57.43414817,1.20006900,1.26545040,0.06538140,5.44813673,27.95960300,29.26883900,1.30923600,4.68259868,0.18756344,0.23229894,0.04473550,23.85086347,0.33370650,0.35663037,0.02292387,6.86947063,
      ↳ H4 bond wedge,0.05448589,0.11951322,0.06502733,119.34709666,1477.07480000,1551.10970000,74.03490000,5.01226478,66.39902400,69.41648900,3.01746500,4.54444180,1131.62600000,1197.61750000,65.99150000,5.83156449,1298.11290000,1280.00070000,-18.11220000,-1.39527155,0.00000000,-0.00000000,-0.00000000,-189.93752100,-0.16520926,-0.16266218,0.00254708,-1.54172956,0.16520926,0.16266218,-0.00254708,-1.54172956,0.00000000,0.00000000,0.00000000,303.32521133,-0.33542159,-0.32689535,0.00852624,-2.54194728,-10.72877900,-10.84653900,-0.11776000,1.09760859,0.33542159,0.32689535,-0.00852624,-2.54194728,10.72877900,10.84653900,0.11776000,1.09760859,0.00000002,-0.00000000,-0.00000003,-119.05931282,0.94551411,0.88048678,-0.06502733,-6.87745739,29.55499300,27.89877900,-1.65621400,-5.60383824,3210.06340000,3291.37310000,81.30970000,2.53296243,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.56424697,-0.02633495,-4.45915276,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3984.98790000,169.19270000,4.43400893,3815.79520000,3984.98790000,169.19270000,4.43400893,-0.00000000,-0.00000000,-0.00000000,303.32521133,0.94551411,0.88048678,-0.06502733,-6.87745739,47.80125100,43.52506700,-4.27618400,-8.94575751,0.05448589,0.11951322,0.06502733,119.34709666,1.00000000,1.00000000,0.00000000,0.00000000,
C3 — C4 bond bundle,-0.04241469,-0.14475361,-0.10233892,241.28179980,759.93304000,831.00997000,71.07693000,9.35305168,22.62503800,25.06817800,2.44314000,10.79839070,372.57835000,456.23202000,83.65367000,22.45263849,820.65441000,980.72326000,160.06885000,19.50502526,0.02123459,0.12788916,0.10665457,502.26803039,-0.50499566,-0.52954168,-0.02454602,4.86063979,0.52623026,0.65743083,0.13120057,24.93215993,0.02515883,0.12365928,0.09850045,391.51442655,-0.88625865,-0.95061374,-0.06435509,7.26143435,-19.17203450,-21.86744920,-2.69541470,14.05909581,0.91141748,1.07427302,0.16285554,17.86838014,21.20787310,22.70572900,1.49785590,7.06273511,2.03583874,0.83827952,-1.19755922,-58.82387423,4.21615840,4.76475400,0.54859560,13.01174074,25.57834000,30.43209300,4.85375300,18.97602816,17.35093190,18.81488270,1.46395080,8.43730359,0.69540169,0.75237406,0.05697237,8.19272815,4.20140200,4.75388180,0.55247980,13.14989139,0.69562395,0.77000008,0.07437613,10.69200248,4394.71760000,4892.22280000,497.50520000,11.32052717,7333.73350000,8157.71890000,823.98540000,11.23555144,-0.02515883,-0.12365928,-0.09850045,391.51442655,2.82491050,3.22475390,0.39984340,14.15419710,64.71483900,71.22283800,6.50799900,10.05642462,0.10546693,-0.07609040,-0.18155733,-172.14621098,0.72027089,0.78144394,0.06117305,8.49306155,
      ↳ C3 bond wedge,-0.07694515,-0.05242038,0.02452477,-31.87305450,372.22133000,391.60952000,19.38819000,5.20877995,11.42305300,11.43386500,0.01081200,0.09465070,192.13857000,205.44818000,13.30961000,6.92708913,234.31394000,238.60384000,4.28990000,1.83083431,0.06181091,0.05580472,-0.00600619,-9.71703894,-0.27046068,-0.26727995,0.00318073,-1.17604156,0.33227159,0.32308466,-0.00918693,-2.76488580,0.07163056,0.05743739,-0.01419317,-19.81441049,-0.47568407,-0.46978544,0.00589863,-1.24003101,-9.58640900,-9.47620320,0.11020580,-1.14960461,0.54731462,0.52722283,-0.02009179,-3.67097630,11.82670200,10.87925200,-0.94745000,-8.01110910,2.24029320,1.40304840,-0.83724480,-37.37210826,2.36159510,2.25650310,-0.10509200,-4.45004311,14.17662800,12.86027300,-1.31635500,-9.28538860,9.12233050,9.46312130,0.34079080,3.73578660,0.36236207,0.36363520,0.00127313,0.35134196,2.35230490,2.26328090,-0.08902400,-3.78454341,0.38077499,0.36734713,-0.01342786,-3.52645535,2388.93990000,2378.05110000,-10.88880000,-0.45580050,3973.39840000,4016.46170000,43.06330000,1.08379014,-0.07163056,-0.05743739,0.01419317,-19.81441049,1.60004510,1.52180890,-0.07823620,-4.88962467,34.14353000,31.55141700,-2.59211300,-7.59181315,0.08348641,0.05015348,-0.03333292,-39.92616714,0.40751358,0.38444277,-0.02307081,-5.66135980,
      ↳ C4 bond wedge,0.03453046,-0.09233324,-0.12686369,-367.39651802,387.71171000,439.40045000,51.68874000,13.33174590,11.20198500,13.63431300,2.43232800,21.71336598,180.43978000,250.78384000,70.34406000,38.98478484,586.34047000,742.11942000,155.77895000,26.56800238,-0.04057632,0.07208444,0.11266076,-277.65151721,-0.23453498,-0.26226173,-0.02772675,11.82201052,0.19395867,0.33434617,0.14038750,72.38011067,-0.04647173,0.06622189,0.11269362,-242.49930963,-0.41057458,-0.48082830,-0.07025372,17.11107395,-9.58562550,-12.39124600,-2.80562050,29.26903935,0.36410286,0.54705019,0.18294733,50.24605684,9.38117110,11.82647700,2.44530590,26.06610490,-0.20445446,-0.56476888,-0.36031442,176.23211545,1.85456330,2.50825090,0.65368760,35.24752161,11.40171200,17.57182000,6.17010800,54.11562755,8.22860140,9.35176140,1.12316000,13.64946417,0.33303962,0.38873886,0.05569924,16.72450863,1.84909710,2.49060090,0.64150380,34.69281305,0.31484896,0.40265295,0.08780399,27.88765445,2005.77770000,2514.17170000,508.39400000,25.34647783,3360.33510000,4141.25720000,780.92210000,23.23941145,0.04647173,-0.06622189,-0.11269362,-242.49930963,1.22486540,1.70294500,0.47807960,39.03119477,30.57130900,39.67142100,9.10011200,29.76683792,0.02198053,-0.12624388,-0.14822441,-674.34419111,0.31275731,0.39700117,0.08424386,26.93585643,
C3 — H3 bond bundle,0.08363005,0.13812863,0.05449858,65.16626858,1831.38042000,1914.42158000,83.04116000,4.53434792,76.48232000,80.89799800,4.41567800,5.77346242,1276.35171000,1350.80164000,74.44993000,5.83302623,1392.75973200,1376.92457300,-15.83515900,-1.13696272,-0.03575318,-0.02609927,0.00965391,-27.00155297,-0.40016695,-0.41319520,-0.01302825,3.25570365,0.36441377,0.38709593,0.02268216,6.22428730,-0.03343328,-0.01423116,0.01920212,-57.43415034,-0.73843451,-0.75664431,-0.01820980,2.46600067,-18.13251800,-18.73793390,-0.60541590,3.33884075,0.70500123,0.74241315,0.03741192,5.30664606,20.34471160,21.66078700,1.31607540,6.46888207,2.21219352,2.92285290,0.71065937,32.12464747,2.76018961,2.78797008,0.02778047,1.00646962,39.63420100,38.45579700,-1.17840400,-2.97319984,3218.14890930,3299.82769340,81.67878410,2.53806727,1.32117690,1.32488094,0.00370404,0.28035913,2.40336482,2.46721187,0.06384705,2.65656922,1.30730328,1.32101645,0.01371317,1.04896624,5783.85340000,6014.52760000,230.67420000,3.98824424,7126.69470000,7438.38950000,311.69480000,4.37362358,0.03343328,0.01423116,-0.01920212,-57.43415034,2.14558311,2.14593718,0.00035407,0.01650227,75.76085400,72.79390600,-2.96694800,-3.91620189,0.24204933,0.35181216,0.10976283,45.34729699,1.33370650,1.35663037,0.02292387,1.71880920,
      ↳ C3 bond wedge,0.02914416,0.01861541,-0.01052875,-36.12643618,354.30562000,363.31188000,9.00626000,2.54194670,10.08329600,11.48150900,1.39821300,13.86662655,144.72571000,153.18414000,8.45843000,5.84445569,94.64683200,96.92387300,2.27704100,2.40582907,-0.03575318,-0.02609927,0.00965391,-27.00155343,-0.23495769,-0.25053302,-0.01557533,6.62899350,0.19920451,0.22443375,0.02522924,12.66499438,-0.03343328,-0.01423116,0.01920212,-57.43414817,-0.40301292,-0.42974896,-0.02673604,6.63404042,-7.40373900,-7.89139490,-0.48765590,6.58661657,0.36957964,0.41551780,0.04593816,12.42984056,9.61593260,10.81424800,1.19831540,12.46176996,2.21219350,2.92285290,0.71065940,32.12464913,1.81467550,1.90748330,0.09280780,5.11429178,10.07920800,10.55701800,0.47781000,4.74055104,8.08550930,8.45459340,0.36908410,4.56476007,0.32117690,0.32488094,0.00370404,1.15327099,1.81278290,1.90296490,0.09018200,4.97478214,0.30730328,0.32101645,0.01371317,4.46242227,1968.05820000,2029.53970000,61.48150000,3.12396757,3310.89950000,3453.40160000,142.50210000,4.30402977,0.03343328,0.01423116,-0.01920212,-57.43414817,1.20006900,1.26545040,0.06538140,5.44813673,27.95960300,29.26883900,1.30923600,4.68259868,0.18756344,0.23229894,0.04473550,23.85086347,0.33370650,0.35663037,0.02292387,6.86947063,
      ↳ H3 bond wedge,0.05448589,0.11951322,0.06502733,119.34709666,1477.07480000,1551.10970000,74.03490000,5.01226478,66.39902400,69.41648900,3.01746500,4.54444180,1131.62600000,1197.61750000,65.99150000,5.83156449,1298.11290000,1280.00070000,-18.11220000,-1.39527155,0.00000000,-0.00000000,-0.00000000,-189.93752100,-0.16520926,-0.16266218,0.00254708,-1.54172956,0.16520926,0.16266218,-0.00254708,-1.54172956,0.00000000,0.00000000,0.00000000,303.32521133,-0.33542159,-0.32689535,0.00852624,-2.54194728,-10.72877900,-10.84653900,-0.11776000,1.09760859,0.33542159,0.32689535,-0.00852624,-2.54194728,10.72877900,10.84653900,0.11776000,1.09760859,0.00000002,-0.00000000,-0.00000003,-119.05931282,0.94551411,0.88048678,-0.06502733,-6.87745739,29.55499300,27.89877900,-1.65621400,-5.60383824,3210.06340000,3291.37310000,81.30970000,2.53296243,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.56424697,-0.02633495,-4.45915276,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3984.98790000,169.19270000,4.43400893,3815.79520000,3984.98790000,169.19270000,4.43400893,-0.00000000,-0.00000000,-0.00000000,303.32521133,0.94551411,0.88048678,-0.06502733,-6.87745739,47.80125100,43.52506700,-4.27618400,-8.94575751,0.05448589,0.11951322,0.06502733,119.34709666,1.00000000,1.00000000,0.00000000,0.00000000,
C4 — H1 bond bundle,0.07057263,0.06371576,-0.00685687,-9.71605054,1799.05453000,1776.91323000,-22.14130000,-1.23071867,65.53025500,67.66782100,2.13756600,3.26195282,1320.64762000,1299.66998000,-20.97764000,-1.58843583,1652.28240000,1560.62990000,-91.65250000,-5.54702392,-0.03329309,-0.03561006,-0.00231698,6.95933424,-0.38825464,-0.38805198,0.00020266,-0.05219770,0.35496156,0.35244192,-0.00251964,-0.70983461,-0.01929062,-0.02266308,-0.00337245,17.48234038,-0.72137078,-0.72242213,-0.00105135,0.14574336,-20.17042160,-20.38837540,-0.21795380,1.08056145,0.70208016,0.69975905,-0.00232111,-0.33060470,21.32861930,21.59168710,0.26306780,1.23340286,1.15819771,1.20331183,0.04511412,3.89520018,2.74253822,2.77213693,0.02959871,1.07924512,42.64832000,42.77923900,0.13091900,0.30697340,3242.76990860,3244.05384260,1.28393400,0.03959374,1.31699220,1.31509945,-0.00189275,-0.14371763,2.36337489,2.38526172,0.02188683,0.92608372,1.30218515,1.30597545,0.00379030,0.29107228,5788.46470000,5727.06290000,-61.40180000,-1.06076141,7059.22560000,6950.19090000,-109.03470000,-1.54457027,0.01929062,0.02266308,0.00337245,17.48234038,2.13816792,2.16018603,0.02201811,1.02976524,78.69684900,80.02822800,1.33137900,1.69178184,0.14166572,0.13596670,-0.00569903,-4.02286803,1.31403400,1.31801727,0.00398327,0.30313295,
      ↳ C4 bond wedge,0.00782965,0.00282110,-0.00500855,-63.96906754,326.65653000,302.20363000,-24.45290000,-7.48581392,10.87284000,10.88764700,0.01480700,0.13618337,161.39762000,146.44338000,-14.95424000,-9.26546500,330.77450000,253.57220000,-77.20230000,-23.33985842,-0.03329309,-0.03561006,-0.00231698,6.95933405,-0.22330000,-0.22263747,0.00066253,-0.29669951,0.19000692,0.18702741,-0.00297951,-1.56810605,-0.01929062,-0.02266308,-0.00337245,17.48233844,-0.38221684,-0.38159296,0.00062388,-0.16322672,-8.62214060,-8.64338840,-0.02124780,0.24643300,0.36292622,0.35892988,-0.00399634,-1.10114392,9.78033830,9.84670010,0.06636180,0.67852254,1.15819770,1.20331180,0.04511410,3.89519855,1.80528120,1.83303160,0.02775040,1.53717881,11.73753100,12.25067700,0.51314600,4.37183936,7.83210860,7.58024260,-0.25186600,-3.21581343,0.31699220,0.31509945,-0.00189275,-0.59709671,1.78037420,1.80221750,0.02184330,1.22689376,0.30218515,0.30597545,0.00379030,1.25429724,1945.08290000,1895.14180000,-49.94110000,-2.56755638,3215.84380000,3118.26980000,-97.57400000,-3.03416478,0.01929062,0.02266308,0.00337245,17.48233844,1.20091090,1.22108070,0.02016980,1.67954175,30.69610200,31.77874000,1.08263800,3.52695596,0.07892274,0.07507203,-0.00385071,-4.87908440,0.31403400,0.31801727,0.00398327,1.26841998,
      ↳ H1 bond wedge,0.06274298,0.06089467,-0.00184832,-2.94585611,1472.39800000,1474.70960000,2.31160000,0.15699559,54.65741500,56.78017400,2.12275900,3.88375301,1159.25000000,1153.22660000,-6.02340000,-0.51959457,1321.50790000,1307.05770000,-14.45020000,-1.09346301,-0.00000000,-0.00000000,-0.00000000,201.59190112,-0.16495464,-0.16541451,-0.00045987,0.27878573,0.16495464,0.16541451,0.00045987,0.27878573,0.00000000,-0.00000000,-0.00000000,-265.25218825,-0.33915394,-0.34082917,-0.00167523,0.49394384,-11.54828100,-11.74498700,-0.19670600,1.70333576,0.33915394,0.34082917,0.00167523,0.49394384,11.54828100,11.74498700,0.19670600,1.70333576,0.00000001,0.00000003,0.00000002,160.36267833,0.93725702,0.93910533,0.00184831,0.19720418,30.91078900,30.52856200,-0.38222700,-1.23654883,3234.93780000,3236.47360000,1.53580000,0.04747541,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.58304422,0.00004353,0.00746654,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3831.92110000,-11.46070000,-0.29819312,3843.38180000,3831.92110000,-11.46070000,-0.29819312,-0.00000000,0.00000000,0.00000000,-265.25218825,0.93725702,0.93910533,0.00184831,0.19720418,48.00074700,48.24948800,0.24874100,0.51820235,0.06274298,0.06089467,-0.00184832,-2.94585611,1.00000000,1.00000000,0.00000000,0.00000000,
C4 — H2 bond bundle,-0.02880389,0.01351023,0.04231411,-146.90417467,2153.58127000,2010.33814000,-143.24313000,-6.65139189,85.80714700,83.84688400,-1.96026300,-2.28449852,1399.18768000,1256.82878000,-142.35890000,-10.17439633,3178.83831000,3132.40075000,-46.43756000,-1.46083429,0.07386940,-0.03647438,-0.11034378,-149.37684306,-0.41774331,-0.37377105,0.04397226,-10.52614343,0.49161271,0.33729668,-0.15431603,-31.38975597,0.06576235,-0.04355882,-0.10932117,-166.23670951,-0.80416568,-0.70807678,0.09608890,-11.94889342,-22.97015600,-19.59247670,3.37767930,-14.70464241,0.86992804,0.66451796,-0.20541008,-23.61230706,22.01641200,18.95393380,-3.06247820,-13.90997861,-0.95374321,-0.63854295,0.31520026,-33.04875548,3.32659919,2.73471950,-0.59187969,-17.79233554,42.80089500,39.12132000,-3.67957500,-8.59695808,3224.31386510,3151.22666320,-73.08720190,-2.26675209,1.34996818,1.29616169,-0.05380649,-3.98575987,2.96047236,2.32540228,-0.63507008,-21.45164699,1.38296589,1.29137161,-0.09159428,-6.62303247,6159.73830000,5461.96290000,-697.77540000,-11.32800398,7689.62100000,6638.39880000,-1051.22220000,-13.67066335,-0.06576235,0.04355882,0.10932117,-166.23670951,2.56066739,2.15197630,-0.40869109,-15.96033486,84.30475600,80.84529700,-3.45945900,-4.10351582,-0.08734704,-0.02483006,0.06251698,-71.57309084,1.37320869,1.28498156,-0.08822713,-6.42488870,
