Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆
      ↳ H4 bond wedge,0.94551411,0.94446783,-0.00104628,-0.11065726,47.80125100,47.79003200,-0.01121900,-0.02347010,0.59058192,0.59004980,-0.00053212,-0.09010096,29.55499300,29.44523400,-0.10975900,-0.37137211,0.94551411,0.94446783,-0.00104628,-0.11065726,0.05448589,0.05553217,0.00104628,1.92026960,0.00000000,-0.00000000,-0.00000000,-379.38948466,0.00000002,-0.00000001,-0.00000003,-128.53788576,0.00000000,0.00000000,0.00000000,72.69055227,0.33542159,0.33561766,0.00019607,0.05845479,-0.33542159,-0.33561766,-0.00019607,0.05845479,10.72877900,10.80752000,0.07874100,0.73392322,-10.72877900,-10.80752000,-0.07874100,0.73392322,0.16520926,0.16524733,0.00003807,0.02304350,-0.16520926,-0.16524733,-0.00003807,0.02304350,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3817.46950000,1.67430000,0.04387814,
C2 — C3 bond bundle,3.39343480,3.35273900,-0.04069580,-1.19925098,39.45993800,39.31572800,-0.14421000,-0.36545927,3.36514300,3.31485000,-0.05029300,-1.49452787,13.86028840,13.79955680,-0.06073160,-0.43816981,2.28683440,2.26608400,-0.02075040,-0.90738534,-0.07363339,-0.09277421,-0.01914082,25.99476004,0.06591082,0.08435587,0.01844506,27.98486889,-6.89832940,-6.38311360,0.51521580,-7.46870394,0.03684969,0.04642332,0.00957363,25.98021856,0.74198526,0.74315140,0.00116614,0.15716485,-0.67607444,-0.65879552,0.01727892,-2.55577182,10.12867780,10.16275720,0.03407940,0.33646445,-17.02700720,-16.54587060,0.48113660,-2.82572618,0.41974084,0.42045082,0.00070998,0.16914723,-0.38289116,-0.37402750,0.00886366,-2.31492939,0.55330024,0.54332748,-0.00997276,-1.80241382,3594.94840000,3510.67400000,-84.27440000,-2.34424505,
      ↳ C2 bond wedge,1.69671740,1.67636950,-0.02034790,-1.19925098,19.72996900,19.65786400,-0.07210500,-0.36545927,1.68257150,1.65742500,-0.02514650,-1.49452787,6.93014420,6.89977840,-0.03036580,-0.43816981,1.14341720,1.13304200,-0.01037520,-0.90738534,-0.03681669,-0.04638710,-0.00957041,25.99476004,0.03295541,0.04217794,0.00922253,27.98486889,-3.44916470,-3.19155680,0.25760790,-7.46870394,0.01842484,0.02321166,0.00478681,25.98021856,0.37099263,0.37157570,0.00058307,0.15716485,-0.33803722,-0.32939776,0.00863946,-2.55577182,5.06433890,5.08137860,0.01703970,0.33646445,-8.51350360,-8.27293530,0.24056830,-2.82572618,0.20987042,0.21022541,0.00035499,0.16914723,-0.19144558,-0.18701375,0.00443183,-2.31492939,0.27665012,0.27166374,-0.00498638,-1.80241382,1797.47420000,1755.33700000,-42.13720000,-2.34424505,
      ↳ C3 bond wedge,1.69671740,1.67636950,-0.02034790,-1.19925098,19.72996900,19.65786400,-0.07210500,-0.36545927,1.68257150,1.65742500,-0.02514650,-1.49452787,6.93014420,6.89977840,-0.03036580,-0.43816981,1.14341720,1.13304200,-0.01037520,-0.90738534,-0.03681669,-0.04638710,-0.00957041,25.99476004,0.03295541,0.04217794,0.00922253,27.98486889,-3.44916470,-3.19155680,0.25760790,-7.46870394,0.01842484,0.02321166,0.00478681,25.98021856,0.37099263,0.37157570,0.00058307,0.15716485,-0.33803722,-0.32939776,0.00863946,-2.55577182,5.06433890,5.08137860,0.01703970,0.33646445,-8.51350360,-8.27293530,0.24056830,-2.82572618,0.20987042,0.21022541,0.00035499,0.16914723,-0.19144558,-0.18701375,0.00443183,-2.31492939,0.27665012,0.27166374,-0.00498638,-1.80241382,1797.47420000,1755.33700000,-42.13720000,-2.34424505,
C3 — H3 bond bundle,2.71684951,2.73087373,0.01402422,0.51619421,74.96213800,75.02884300,0.06670500,0.08898492,2.35062002,2.36872090,0.01810088,0.77004704,39.33868220,39.25252410,-0.08615810,-0.21901623,2.12581291,2.13274123,0.00692832,0.32591391,0.05626033,0.06352367,0.00726334,12.91023295,-0.00589907,-0.01262525,-0.00672617,114.02086019,2.40088172,2.08458689,-0.31629483,-13.17411133,-0.01760728,-0.02038406,-0.00277678,15.77064413,0.70500123,0.70599153,0.00099030,0.14046784,-0.71090030,-0.71861678,-0.00771648,1.08545179,20.34471160,20.46014790,0.11543630,0.56740200,-17.94382980,-18.37556090,-0.43173110,2.40601424,0.36441377,0.36488998,0.00047621,0.13067838,-0.38202105,-0.38527405,-0.00325300,0.85152376,1.29551831,1.29906624,0.00354793,0.27386182,5726.69580000,5720.75830000,-5.93750000,-0.10368108,
      ↳ C3 bond wedge,1.77133540,1.78640590,0.01507050,0.85079878,27.16088700,27.23881100,0.07792400,0.28689785,1.76003810,1.77867110,0.01863300,1.05867026,9.78368920,9.80729010,0.02360090,0.24122700,1.18029880,1.18827340,0.00797460,0.67564247,0.00177444,0.00799150,0.00621706,350.36778660,-0.00589907,-0.01262525,-0.00672617,114.02084338,2.40088170,2.08458690,-0.31629480,-13.17411016,-0.01760728,-0.02038406,-0.00277678,15.77064445,0.36957964,0.37037387,0.00079423,0.21490091,-0.37547871,-0.38299912,-0.00752041,2.00288586,9.61593260,9.65262790,0.03669530,0.38160937,-7.21505080,-7.56804090,-0.35299010,4.89241323,0.19920451,0.19964265,0.00043814,0.21994482,-0.21681179,-0.22002672,-0.00321493,1.48282065,0.29551831,0.29906624,0.00354793,1.20057874,1910.90060000,1903.28880000,-7.61180000,-0.39833574,
      ↳ H3 bond wedge,0.94551411,0.94446783,-0.00104628,-0.11065726,47.80125100,47.79003200,-0.01121900,-0.02347010,0.59058192,0.59004980,-0.00053212,-0.09010096,29.55499300,29.44523400,-0.10975900,-0.37137211,0.94551411,0.94446783,-0.00104628,-0.11065726,0.05448589,0.05553217,0.00104628,1.92026960,0.00000000,-0.00000000,-0.00000000,-379.38948466,0.00000002,-0.00000001,-0.00000003,-128.53788576,0.00000000,0.00000000,0.00000000,72.69055227,0.33542159,0.33561766,0.00019607,0.05845479,-0.33542159,-0.33561766,-0.00019607,0.05845479,10.72877900,10.80752000,0.07874100,0.73392322,-10.72877900,-10.80752000,-0.07874100,0.73392322,0.16520926,0.16524733,0.00003807,0.02304350,-0.16520926,-0.16524733,-0.00003807,0.02304350,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3817.46950000,1.67430000,0.04387814,
C3 — C4 bond bundle,5.04646070,5.08364840,0.03718770,0.73690656,75.82699800,76.88540200,1.05840400,1.39581419,5.08915150,5.13132070,0.04216920,0.82860964,31.85152000,32.29952600,0.44800600,1.40654512,3.36234110,3.38095670,0.01861560,0.55364996,0.00589815,0.02442675,0.01852861,314.14287303,-0.02757995,-0.04724381,-0.01966387,71.29770216,-0.50873580,-0.58299170,-0.07425590,14.59616170,0.02946373,0.01624702,-0.01321670,-44.85754536,1.07830222,1.08110209,0.00279987,0.25965541,-1.10588217,-1.12834590,-0.02246373,2.03129507,22.91117400,23.25663000,0.34545600,1.50780575,-23.41991000,-23.83962200,-0.41971200,1.79211620,0.65880071,0.66044879,0.00164808,0.25016366,-0.62933698,-0.64420176,-0.01486478,2.36197466,0.84205982,0.85134587,0.00928605,1.10277795,5147.03080000,5302.49760000,155.46680000,3.02051427,
      ↳ C3 bond wedge,2.54590440,2.55271860,0.00681420,0.26765341,36.89415600,37.21253100,0.31837500,0.86294155,2.57273810,2.57947810,0.00674000,0.26197770,15.06612400,15.17264500,0.10652100,0.70702325,1.69024130,1.69417850,0.00393720,0.23293716,0.02108497,0.02290157,0.00181660,8.61562648,-0.02705634,-0.02955269,-0.00249636,9.22651168,1.04828300,1.10696980,0.05868680,5.59837372,-0.00081756,-0.00282760,-0.00201003,245.85695315,0.54731462,0.54928990,0.00197528,0.36090393,-0.57437096,-0.57884259,-0.00447163,0.77852648,11.82670200,12.00136600,0.17466400,1.47686143,-10.77841900,-10.89439600,-0.11597700,1.07601124,0.33227159,0.33336349,0.00109190,0.32861672,-0.33308915,-0.33619108,-0.00310193,0.93126120,0.42783157,0.42927003,0.00143846,0.33622110,2631.40150000,2678.24360000,46.84210000,1.78011983,
      ↳ C4 bond wedge,2.50055630,2.53092980,0.03037350,1.21466971,38.93284200,39.67287100,0.74002900,1.90078341,2.51641340,2.55184260,0.03542920,1.40792447,16.78539600,17.12688100,0.34148500,2.03441730,1.67209980,1.68677820,0.01467840,0.87784234,-0.01518682,0.00152518,0.01671200,-110.04280158,-0.00052361,-0.01769112,-0.01716751,3278.68563744,-1.55701880,-1.68996150,-0.13294270,8.53828483,0.03028129,0.01907462,-0.01120667,-37.00856780,0.53098760,0.53181219,0.00082459,0.15529365,-0.53151121,-0.54950331,-0.01799210,3.38508383,11.08447200,11.25526400,0.17079200,1.54082215,-12.64149100,-12.94522600,-0.30373500,2.40268335,0.32652912,0.32708530,0.00055618,0.17033090,-0.29624783,-0.30801068,-0.01176285,3.97061136,0.41422825,0.42207584,0.00784759,1.89450864,2515.62930000,2624.25400000,108.62470000,4.31799312,
C4 — H2 bond bundle,2.67036429,2.70421814,0.03385385,1.26776149,76.34049200,76.52793300,0.18744100,0.24553287,2.27842336,2.32076627,0.04234291,1.85843030,37.62766600,37.61960900,-0.00805700,-0.02141244,2.10762539,2.12452804,0.01690265,0.80197601,0.01785247,0.03485216,0.01699968,95.22311612,0.02295924,0.00633184,-0.01662740,-72.42138236,1.01281020,0.29900612,-0.71380408,-70.47757654,0.00158603,-0.00624499,-0.00783102,-493.74943008,0.70304330,0.70401956,0.00097626,0.13886200,-0.68008406,-0.69768772,-0.01760366,2.58845355,20.31311110,20.38457140,0.07146030,0.35179397,-19.30030080,-20.08556520,-0.78526440,4.06866405,0.35904226,0.35948062,0.00043836,0.12209148,-0.35745622,-0.36572561,-0.00826939,2.31339939,1.28136946,1.28984505,0.00847559,0.66144779,5639.68320000,5636.11100000,-3.57220000,-0.06334044,
      ↳ C4 bond wedge,1.72184750,1.75650350,0.03465600,2.01272180,28.51602900,28.70340900,0.18738000,0.65710412,1.69032080,1.73304020,0.04271940,2.52729541,10.66180300,10.74912300,0.08732000,0.81899844,1.15910860,1.17681340,0.01770480,1.52744963,-0.03363074,-0.01743321,0.01619753,-48.16287839,0.02295924,0.00633184,-0.01662740,-72.42137991,1.01281020,0.29900613,-0.71380407,-70.47757517,0.00158603,-0.00624499,-0.00783102,-493.74945698,0.36410286,0.36477121,0.00066835,0.18356077,-0.34114362,-0.35843937,-0.01729575,5.06993213,9.38117110,9.36612240,-0.01504870,-0.16041387,-8.36836080,-9.06711620,-0.69875540,8.34996742,0.19395867,0.19426938,0.00031071,0.16019392,-0.19237263,-0.20051437,-0.00814174,4.23227566,0.28136946,0.28984505,0.00847559,3.01226366,1834.76780000,1835.36680000,0.59900000,0.03264718,
      ↳ H2 bond wedge,0.94851679,0.94771464,-0.00080215,-0.08456888,47.82446300,47.82452400,0.00006100,0.00012755,0.58810256,0.58772607,-0.00037649,-0.06401775,26.96586300,26.87048600,-0.09537700,-0.35369534,0.94851679,0.94771464,-0.00080215,-0.08456888,0.05148321,0.05228536,0.00080215,1.55808661,0.00000000,-0.00000000,-0.00000000,-132.54354662,-0.00000000,-0.00000001,-0.00000001,848.77374174,0.00000000,0.00000000,0.00000000,559.57726763,0.33894044,0.33924835,0.00030791,0.09084487,-0.33894044,-0.33924835,-0.00030791,0.09084487,10.93194000,11.01844900,0.08650900,0.79134170,-10.93194000,-11.01844900,-0.08650900,0.79134170,0.16508359,0.16521124,0.00012765,0.07732446,-0.16508359,-0.16521124,-0.00012765,0.07732446,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3800.74420000,-4.17120000,-0.10962662,
C4 — H1 bond bundle,2.75278022,2.68725208,-0.06552814,-2.38043486,78.29958000,77.61762800,-0.68195200,-0.87095231,2.37810749,2.29839098,-0.07971651,-3.35209869,42.43786500,42.08834000,-0.34952500,-0.82361589,2.14397562,2.11109388,-0.03288174,-1.53368069,0.07363355,0.04122261,-0.03241094,-44.01653263,-0.02243563,0.01135928,0.03379491,-150.63053461,0.54420862,1.39095538,0.84674676,155.59230865,-0.03186732,-0.01282963,0.01903769,-59.74049529,0.70208016,0.70374428,0.00166412,0.23702707,-0.72451579,-0.69238500,0.03213079,-4.43479500,21.32861930,21.47277260,0.14415330,0.67586794,-20.78441060,-20.08181730,0.70259330,-3.38038597,0.35496156,0.35568940,0.00072784,0.20504756,-0.38682888,-0.36851902,0.01830986,-4.73332291,1.30440229,1.28807911,-0.01632318,-1.25139155,5798.66820000,5644.08410000,-154.58410000,-2.66585524,
      ↳ C4 bond wedge,1.81552320,1.75086770,-0.06465550,-3.56125992,30.29883300,29.62229900,-0.67653400,-2.23287148,1.79510680,1.71585860,-0.07924820,-4.41467884,11.52707600,11.30672900,-0.22034700,-1.91156023,1.20671860,1.17470950,-0.03200910,-2.65257368,0.01089057,-0.02239300,-0.03328357,-305.61832955,-0.02243563,0.01135928,0.03379491,-150.63053503,0.54420861,1.39095540,0.84674679,155.59231781,-0.03186732,-0.01282963,0.01903769,-59.74049591,0.36292622,0.36431046,0.00138424,0.38141086,-0.38536185,-0.35295118,0.03241067,-8.41045111,9.78033830,9.83848760,0.05814930,0.59455305,-9.23612960,-8.44753230,0.78859730,-8.53817924,0.19000692,0.19065613,0.00064921,0.34167703,-0.22187424,-0.20348575,0.01838849,-8.28779853,0.30440229,0.28807911,-0.01632318,-5.36237096,1955.28640000,1814.82120000,-140.46520000,-7.18386831,
      ↳ H1 bond wedge,0.93725702,0.93638438,-0.00087264,-0.09310573,48.00074700,47.99532900,-0.00541800,-0.01128732,0.58300069,0.58253238,-0.00046831,-0.08032752,30.91078900,30.78161100,-0.12917800,-0.41790586,0.93725702,0.93638438,-0.00087264,-0.09310573,0.06274298,0.06361562,0.00087264,1.39081051,0.00000000,-0.00000000,-0.00000000,-221.17017058,0.00000001,-0.00000002,-0.00000003,-257.54934531,-0.00000000,-0.00000000,-0.00000000,542.62508645,0.33915394,0.33943382,0.00027988,0.08252300,-0.33915394,-0.33943382,-0.00027988,0.08252300,11.54828100,11.63428500,0.08600400,0.74473422,-11.54828100,-11.63428500,-0.08600400,0.74473422,0.16495464,0.16503327,0.00007863,0.04766765,-0.16495464,-0.16503327,-0.00007863,0.04766765,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3829.26290000,-14.11890000,-0.36735617,
Total,29.76634424,29.76472370,-0.00162054,-0.00544420,650.31835400,651.43534000,1.11698600,0.17175988,27.55774774,27.55324770,-0.00450004,-0.01632949,316.37175480,316.31955500,-0.05219980,-0.01649951,21.76634444,21.76472370,-0.00162074,-0.00744608,0.23365562,0.23527618,0.00162056,0.69356860,0.00000000,-0.00000001,-0.00000001,-269.33419307,0.00000009,-0.00000022,-0.00000031,-346.08712873,-0.00000000,0.00000000,0.00000000,-292.71015739,7.11883908,7.13286632,0.01402724,0.19704393,-7.11883908,-7.13286632,-0.01402724,0.19704393,179.92390980,181.31100100,1.38709120,0.77093211,-179.92390960,-181.31100140,-1.38709180,0.77093245,3.89417744,3.90146840,0.00729096,0.18722722,-3.89417742,-3.90146838,-0.00729096,0.18722722,10.00000000,10.00000002,0.00000002,0.00000020,48219.10440000,48117.57600000,-101.52840000,-0.21055638,
Bond bundle decomposition according to INS: Electron Density SCF
C1 — H5 bond bundle,2.75483222,2.76953558,0.01470336,0.53372978,78.76391200,79.09487400,0.33096200,0.42019497,2.37859809,2.39548468,0.01688659,0.70993877,42.65261000,42.65503400,0.00242400,0.00568312,2.14435652,2.15192398,0.00756746,0.35290121,0.07659491,0.08329926,0.00670435,8.75299263,-0.02542868,-0.03151122,-0.00608254,23.91998753,0.92686606,0.83701470,-0.08985136,-9.69410411,-0.03639169,-0.04011155,-0.00371986,10.22173629,0.70208016,0.70374428,0.00166412,0.23702707,-0.72750884,-0.73525550,-0.00774666,1.06482005,21.32861930,21.47277260,0.14415330,0.67586794,-20.40175320,-20.63575790,-0.23400470,1.14698329,0.35496156,0.35568940,0.00072784,0.20504756,-0.39135324,-0.39580094,-0.00444770,1.13649244,1.30523785,1.30880581,0.00356796,0.27335707,5803.45210000,5749.31910000,-54.13300000,-0.93277241,
      ↳ C1 bond wedge,1.81757520,1.83315120,0.01557600,0.85696592,30.76316500,31.09954500,0.33638000,1.09345056,1.79559740,1.81295230,0.01735490,0.96652512,11.74182100,11.87342300,0.13160200,1.12079719,1.20709950,1.21553960,0.00844010,0.69920500,0.01385193,0.01968364,0.00583171,42.10035295,-0.02542868,-0.03151122,-0.00608254,23.91998625,0.92686605,0.83701472,-0.08985133,-9.69410089,-0.03639169,-0.04011155,-0.00371986,10.22173581,0.36292622,0.36431046,0.00138424,0.38141086,-0.38835490,-0.39582168,-0.00746678,1.92266919,9.78033830,9.83848760,0.05814930,0.59455305,-8.85347220,-9.00147290,-0.14800070,1.67166843,0.19000692,0.19065613,0.00064921,0.34167703,-0.22639860,-0.23076767,-0.00436907,1.92981317,0.30523785,0.30880581,0.00356796,1.16891139,1960.07030000,1920.05620000,-40.01410000,-2.04146249,
      ↳ H5 bond wedge,0.93725702,0.93638438,-0.00087264,-0.09310573,48.00074700,47.99532900,-0.00541800,-0.01128732,0.58300069,0.58253238,-0.00046831,-0.08032752,30.91078900,30.78161100,-0.12917800,-0.41790586,0.93725702,0.93638438,-0.00087264,-0.09310573,0.06274298,0.06361562,0.00087264,1.39081051,0.00000000,-0.00000000,-0.00000000,-221.17017058,0.00000001,-0.00000002,-0.00000003,-257.54934531,-0.00000000,-0.00000000,-0.00000000,542.62508645,0.33915394,0.33943382,0.00027988,0.08252300,-0.33915394,-0.33943382,-0.00027988,0.08252300,11.54828100,11.63428500,0.08600400,0.74473422,-11.54828100,-11.63428500,-0.08600400,0.74473422,0.16495464,0.16503327,0.00007863,0.04766765,-0.16495464,-0.16503327,-0.00007863,0.04766765,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,3829.26290000,-14.11890000,-0.36735617,
C1 — H6 bond bundle,2.76566989,2.75420894,-0.01146095,-0.41440051,77.66167200,77.49204900,-0.16962300,-0.21841276,2.39338996,2.37985037,-0.01353959,-0.56570765,38.09119900,37.97363200,-0.11756700,-0.30864610,2.15497319,2.14889414,-0.00607905,-0.28209400,0.06642015,0.06173545,-0.00468469,-7.05312084,-0.02651788,-0.02104218,0.00547570,-20.64907508,-0.00989043,0.00752985,0.01742028,-176.13275064,-0.02736481,-0.02404445,0.00332036,-12.13369604,0.70304330,0.70401956,0.00097626,0.13886200,-0.72956118,-0.72506175,0.00449943,-0.61673101,20.31311110,20.38457140,0.07146030,0.35179397,-20.32300150,-20.37704150,-0.05404000,0.26590560,0.35904226,0.35948062,0.00043836,0.12209148,-0.38640707,-0.38352507,0.00288200,-0.74584557,1.30534834,1.30265740,-0.00269094,-0.20614727,5763.88500000,5698.82630000,-65.05870000,-1.12873001,
      ↳ C1 bond wedge,1.81715310,1.80649430,-0.01065880,-0.58656588,29.83720900,29.66752500,-0.16968400,-0.56869930,1.80528740,1.79212430,-0.01316310,-0.72914152,11.12533600,11.10314600,-0.02219000,-0.19945465,1.20645640,1.20117950,-0.00527690,-0.43738837,0.01493694,0.00945009,-0.00548685,-36.73340748,-0.02651788,-0.02104218,0.00547570,-20.64907904,-0.00989042,0.00752987,0.01742029,-176.13290723,-0.02736481,-0.02404445,0.00332036,-12.13369519,0.36410286,0.36477121,0.00066835,0.18356077,-0.39062074,-0.38581340,0.00480734,-1.23069246,9.38117110,9.36612240,-0.01504870,-0.16041387,-9.39106150,-9.35859250,0.03246900,-0.34574366,0.19395867,0.19426938,0.00031071,0.16019392,-0.22132348,-0.21831383,0.00300965,-1.35984216,0.30534834,0.30265740,-0.00269094,-0.88126891,1958.96960000,1898.08210000,-60.88750000,-3.10813910,
      ↳ H6 bond wedge,0.94851679,0.94771464,-0.00080215,-0.08456888,47.82446300,47.82452400,0.00006100,0.00012755,0.58810256,0.58772607,-0.00037649,-0.06401775,26.96586300,26.87048600,-0.09537700,-0.35369534,0.94851679,0.94771464,-0.00080215,-0.08456888,0.05148321,0.05228536,0.00080215,1.55808661,0.00000000,-0.00000000,-0.00000000,-132.54354662,-0.00000000,-0.00000001,-0.00000001,848.77374174,0.00000000,0.00000000,0.00000000,559.57726763,0.33894044,0.33924835,0.00030791,0.09084487,-0.33894044,-0.33924835,-0.00030791,0.09084487,10.93194000,11.01844900,0.08650900,0.79134170,-10.93194000,-11.01844900,-0.08650900,0.79134170,0.16508359,0.16521124,0.00012765,0.07732446,-0.16508359,-0.16521124,-0.00012765,0.07732446,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3800.74420000,-4.17120000,-0.10962662,
C1 — C2 bond bundle,4.76351090,4.77585920,0.01234830,0.25922687,71.35714300,71.90597200,0.54882900,0.76912973,4.75123940,4.76508270,0.01384330,0.29136187,30.30650200,30.56442500,0.25792300,0.85104840,3.22362600,3.22962730,0.00600130,0.18616614,-0.14385593,-0.13716378,0.00669215,-4.65197861,0.12377549,0.11632374,-0.00745174,-6.02037062,1.41023609,1.48327547,0.07303938,5.17923066,0.12502723,0.12010976,-0.00491747,-3.93312164,1.07830222,1.08110209,0.00279987,0.25965541,-0.95452673,-0.96477835,-0.01025162,1.07400031,22.91117400,23.25663000,0.34545600,1.50780575,-21.50093860,-21.77335480,-0.27241620,1.26699678,0.65880071,0.66044879,0.00164808,0.25016366,-0.53377348,-0.54033903,-0.00656555,1.23002552,0.76994250,0.77311590,0.00317340,0.41216065,4773.84580000,4906.76790000,132.92210000,2.78438193,
      ↳ C1 bond wedge,2.40319870,2.39865550,-0.00454320,-0.18904804,37.14733000,37.23150900,0.08417900,0.22660848,2.40095630,2.39566480,-0.00529150,-0.22039135,16.10711800,16.20616500,0.09904700,0.61492689,1.62437110,1.62158190,-0.00278920,-0.17170953,-0.06671586,-0.06743476,-0.00071890,1.07755945,0.05194656,0.05255340,0.00060684,1.16819860,-0.91697561,-0.84454463,0.07243098,-7.89889930,0.06375650,0.06415600,0.00039950,0.62660437,0.53098760,0.53181219,0.00082459,0.15529365,-0.47904103,-0.47925879,-0.00021776,0.04545748,11.08447200,11.25526400,0.17079200,1.54082215,-12.00144800,-12.09980900,-0.09836100,0.81957610,0.32652912,0.32708530,0.00055618,0.17033090,-0.26277262,-0.26292930,-0.00015668,0.05962569,0.38941381,0.38853679,-0.00087702,-0.22521543,2386.64360000,2456.30370000,69.66010000,2.91874748,
      ↳ C2 bond wedge,2.36031220,2.37720370,0.01689150,0.71564685,34.20981300,34.67446300,0.46465000,1.35823601,2.35028310,2.36941790,0.01913480,0.81414873,14.19938400,14.35826000,0.15887600,1.11889361,1.59925490,1.60804540,0.00879050,0.54966222,-0.07714007,-0.06972902,0.00741105,-9.60726340,0.07182893,0.06377034,-0.00805858,-11.21913213,2.32721170,2.32782010,0.00060840,0.02614287,0.06127073,0.05595376,-0.00531697,-8.67783673,0.54731462,0.54928990,0.00197528,0.36090393,-0.47548570,-0.48551956,-0.01003386,2.11023381,11.82670200,12.00136600,0.17466400,1.47686143,-9.49949060,-9.67354580,-0.17405520,1.83225825,0.33227159,0.33336349,0.00109190,0.32861672,-0.27100086,-0.27740973,-0.00640887,2.36488917,0.38052869,0.38457911,0.00405042,1.06441908,2387.20220000,2450.46420000,63.26200000,2.65004783,
C2 — H4 bond bundle,2.76275211,2.75531483,-0.00743728,-0.26919824,75.70946800,75.65904700,-0.05042100,-0.06659801,2.40655862,2.39778530,-0.00877332,-0.36455875,39.61808300,39.48691600,-0.13116700,-0.33107861,2.14735761,2.14354433,-0.00381328,-0.17758011,0.08343147,0.07999660,-0.00343487,-4.11699586,-0.03324019,-0.02920383,0.00403637,-12.14303160,2.12779892,2.14125049,0.01345157,0.63218233,-0.03492925,-0.03233988,0.00258938,-7.41321016,0.70500123,0.70599153,0.00099030,0.14046784,-0.73824142,-0.73519536,0.00304606,-0.41261028,20.34471160,20.46014790,0.11543630,0.56740200,-18.21691260,-18.31889740,-0.10198480,0.55983581,0.36441377,0.36488998,0.00047621,0.13067838,-0.39934302,-0.39722986,0.00211316,-0.52915912,1.30769726,1.30588524,-0.00181202,-0.13856571,5787.59850000,5754.21770000,-33.38080000,-0.57676427,
      ↳ C2 bond wedge,1.81723800,1.81084700,-0.00639100,-0.35168756,27.90821700,27.86901500,-0.03920200,-0.14046759,1.81597670,1.80773550,-0.00824120,-0.45381640,10.06309000,10.04168200,-0.02140800,-0.21273784,1.20184350,1.19907650,-0.00276700,-0.23022964,0.02894558,0.02446443,-0.00448115,-15.48128168,-0.03324019,-0.02920383,0.00403637,-12.14303382,2.12779890,2.14125050,0.01345160,0.63218380,-0.03492925,-0.03233988,0.00258938,-7.41320993,0.36957964,0.37037387,0.00079423,0.21490091,-0.40281983,-0.39957770,0.00324213,-0.80485859,9.61593260,9.65262790,0.03669530,0.38160937,-7.48813360,-7.51137740,-0.02324380,0.31040846,0.19920451,0.19964265,0.00043814,0.21994482,-0.23413376,-0.23198253,0.00215123,-0.91880385,0.30769726,0.30588524,-0.00181202,-0.58889702,1971.80330000,1936.74820000,-35.05510000,-1.77781932,
      ↳ H4 bond wedge,0.94551411,0.94446783,-0.00104628,-0.11065726,47.80125100,47.79003200,-0.01121900,-0.02347010,0.59058192,0.59004980,-0.00053212,-0.09010096,29.55499300,29.44523400,-0.10975900,-0.37137211,0.94551411,0.94446783,-0.00104628,-0.11065726,0.05448589,0.05553217,0.00104628,1.92026960,0.00000000,-0.00000000,-0.00000000,-379.38948466,0.00000002,-0.00000001,-0.00000003,-128.53788576,0.00000000,0.00000000,0.00000000,72.69055227,0.33542159,0.33561766,0.00019607,0.05845479,-0.33542159,-0.33561766,-0.00019607,0.05845479,10.72877900,10.80752000,0.07874100,0.73392322,-10.72877900,-10.80752000,-0.07874100,0.73392322,0.16520926,0.16524733,0.00003807,0.02304350,-0.16520926,-0.16524733,-0.00003807,0.02304350,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3817.46950000,1.67430000,0.04387814,
